file_name,chroma,rms,zcr,spectral_bandwidth,spectral_rolloff,spectral_centroid,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Fake
./dataset\fake\mariam_to_aboENG.wav,0.5361048579216003,0.0026519920211285353,0.07179138321995465,2690.424517109212,3265.1908067590152,6757.0,-254.05300903320312,48.70032501220703,-35.132408142089844,-9.059431076049805,8.133480072021484,25.65618133544922,-9.42779541015625,-14.72453498840332,-7.240169048309326,10.891292572021484,-0.5596849918365479,-4.166385173797607,-8.07292366027832,6.130186557769775,0.4921461343765259,7.898188591003418,-5.018810749053955,3.1279067993164062,-6.078751087188721,-7.123068332672119,1.0
./dataset\fake\mariam_to_aboENG.wav,0.5894314646720886,0.01986200362443924,0.13038548752834467,2157.1822629275703,3047.794021416541,5332.0,-128.2493133544922,43.570037841796875,-73.26205444335938,1.6426907777786255,-17.85596466064453,19.00267791748047,-4.56855583190918,-8.224340438842773,-2.5128378868103027,6.377957344055176,0.5464773774147034,-6.681609153747559,-9.502756118774414,11.97641658782959,-2.8759331703186035,5.657650947570801,-11.78118896484375,-1.826438546180725,-8.35805892944336,-6.1479716300964355,1.0
./dataset\fake\mariam_to_aboENG.wav,0.4237549304962158,0.09002427756786346,0.1034920634920635,1347.2782278906443,1217.436304679555,2424.0,81.9261245727539,179.09246826171875,-46.46156311035156,18.794456481933594,-16.340721130371094,-16.754817962646484,5.831833362579346,-15.758600234985352,-26.30501937866211,1.0944637060165405,-0.33885180950164795,4.734845161437988,-8.336885452270508,-13.116901397705078,-14.629948616027832,3.0029640197753906,-22.022380828857422,-1.4636597633361816,-3.5244498252868652,-11.141454696655273,1.0
./dataset\fake\mariam_to_aboENG.wav,0.5381722450256348,0.12047719955444336,0.14680272108843537,2963.163926165817,3391.2190936597117,7127.0,180.11582946777344,61.74943161010742,10.324575424194336,9.511343002319336,-25.666109085083008,10.365058898925781,-11.622062683105469,-10.438175201416016,-14.360838890075684,-9.719348907470703,-4.632923603057861,13.460371017456055,-19.55853271484375,-12.710641860961914,-15.88769817352295,4.680461883544922,-10.777627944946289,2.0175046920776367,-5.548543930053711,-3.3897929191589355,1.0
./dataset\fake\mariam_to_aboENG.wav,0.46998515725135803,0.10848791152238846,0.12154195011337869,1727.429195437726,1263.4653789515346,2412.0,99.91387939453125,155.1942596435547,-13.224527359008789,13.242927551269531,-20.735801696777344,-11.911356925964355,1.3650165796279907,-5.439248561859131,-19.39687728881836,-10.693628311157227,-5.7857842445373535,6.4198899269104,-8.759115219116211,-7.968072891235352,-21.191679000854492,2.0980663299560547,-21.009145736694336,-6.257855415344238,-6.315544128417969,-2.3067703247070312,1.0
./dataset\fake\mariam_to_aboENG.wav,0.32263854146003723,0.08479421585798264,0.06258503401360545,1797.177219936713,1563.1529814171324,3334.0,70.06292724609375,127.32730865478516,-29.319843292236328,72.01715087890625,24.519886016845703,-26.681255340576172,7.807701110839844,-14.652886390686035,-29.073837280273438,3.907623291015625,-10.951969146728516,0.742076575756073,-12.95154094696045,-17.222858428955078,-10.54279613494873,-0.6114460229873657,-22.602741241455078,-7.329354763031006,-8.201728820800781,-6.24525260925293,1.0
./dataset\fake\mariam_to_aboENG.wav,0.30399391055107117,0.06058487668633461,0.06997732426303854,2613.037229304667,2510.587206207391,5465.0,-4.882039546966553,87.23921203613281,-8.885180473327637,25.341846466064453,8.637958526611328,-0.8785758018493652,-26.19873046875,-5.756086349487305,8.40209674835205,8.89029598236084,-7.768759727478027,9.615608215332031,-14.097504615783691,-6.626759052276611,-9.994038581848145,-3.737797260284424,-16.539493560791016,-4.662001609802246,-8.536670684814453,-2.0265188217163086,1.0
./dataset\fake\mariam_to_aboENG.wav,0.26959797739982605,0.07918404042720795,0.056643990929705214,1863.181678452039,1533.7007245855618,3363.0,44.111480712890625,126.922119140625,-20.69577980041504,63.45931625366211,16.499555587768555,-24.237686157226562,3.074747085571289,-17.321979522705078,-27.365360260009766,5.0847883224487305,-8.230857849121094,1.9996988773345947,-14.25156021118164,-12.663837432861328,-6.998379707336426,6.6315836906433105,-19.14767837524414,-4.61644172668457,-4.470514297485352,-4.861259460449219,1.0
./dataset\fake\mariam_to_aboENG.wav,0.1761375069618225,0.09700795263051987,0.10517006802721088,2752.0372664459987,2613.6425475231163,5502.0,46.86786651611328,57.28926086425781,8.641788482666016,65.81514739990234,13.175423622131348,-2.3813228607177734,5.091489315032959,-2.6712143421173096,-19.764415740966797,-25.21084976196289,-16.71839141845703,6.516748428344727,-7.905693054199219,-6.71481990814209,-14.165365219116211,1.3004992008209229,-15.290825843811035,-2.3633177280426025,-7.701493263244629,-4.397480010986328,1.0
./dataset\fake\mariam_to_aboENG.wav,0.1743733286857605,0.09215711057186127,0.11578231292517006,2413.4025212354954,1831.2463512356587,4366.0,41.88896560668945,101.12788391113281,8.779550552368164,45.8925895690918,5.1241583824157715,8.40757942199707,-7.2950520515441895,-17.359355926513672,-26.25316619873047,-15.735762596130371,-11.223386764526367,4.954699993133545,-15.229963302612305,0.06876042485237122,-10.228205680847168,9.321992874145508,-18.936840057373047,-2.965691566467285,-3.5854835510253906,-2.941288948059082,1.0
